Val,Post FT Obama,Region,State,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,Attitude to Uni Health Care,Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
out,100,South,TX,67,Married,8,R has never served in the military,Retired,Hispanic or Latino,Female  ,70,85,70,,85,100,15,50,,70,50,40,40,100,15,50,100,100,100,50,30,85,85,,,100,85,40,85,,100,70,70,85,100,50,50,40,70,50,40,85,,40,,It doesnt matter,Better,No,Yes,No,No,Dont care very much,Will be close,No,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Increased,Favor,Yes,Important,Several times a day,No,Heterosexual or straight,Very important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Approve,Approve,Oppose
in,85,South,TX,38,Married,15,Not currently serving but previously served,Working now,Hispanic or Latino,Male  ,0,70,15,60,0,60,70,40,30,70,15,0,30,85,0,40,70,60,100,60,60,50,60,50,100,60,60,85,85,0,70,60,60,85,100,50,70,60,50,50,40,30,50,70,0,Better when control is split,The same ,No,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,,Increased,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Favor
in,50,South,TX,30,Married,14,R has never served in the military,Working now,Other ,Male  ,70,70,70,50,70,0,50,85,0,50,50,50,50,50,30,85,85,60,70,70,70,70,50,0,0,40,100,85,100,0,70,40,70,60,70,30,40,100,30,15,0,15,40,85,40,It doesnt matter,The same ,Yes,Yes,No,No,Dont care very much,Will be close,No,Gotten worse,No preference ,Not worth it,Increased,,Increased,Kept about the same,Favor,No,Not important,Once a week or less,No,Homosexual or gay ,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,85,South,TX,27,Married,13,R has never served in the military,Student,Hispanic or Latino,Female  ,0,60,30,,,60,85,40,,60,40,30,60,50,50,70,85,85,85,50,50,50,50,30,100,70,50,50,100,70,50,50,85,85,100,85,50,50,70,50,50,50,50,100,15,,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,Neither favor nor oppose,Kept about the same,Increased,Oppose,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,50,South,TX,42,Divorced,14,R has never served in the military,Working now,Hispanic or Latino,Female  ,70,50,50,50,50,40,40,50,50,40,50,60,50,50,50,60,60,60,60,50,50,50,60,50,50,0,60,50,70,60,60,50,60,60,70,50,50,60,60,50,60,50,50,100,0,Better when one party controls both,The same ,No,Yes,Yes,No,Dont care very much,Win by quite a bit,Yes,Gotten worse,Republican,Not worth it,Increased,Favor,Kept about the same,Increased,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
in,100,South,TX,66,Married,12,R has never served in the military,Retired,Hispanic or Latino,Male  ,50,70,50,30,40,85,100,40,,85,40,15,50,85,50,50,85,100,100,100,100,50,60,,,50,70,50,100,100,100,100,70,100,100,100,,,70,,50,,50,100,,Better when one party controls both,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Stayed about the same,Democrat,Not worth it,Increased,Favor,Decreased,Decreased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,Somewhat smaller,,,Yes,Yes,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,60,South,TX,35,Married,14,R has never served in the military,Working now,Hispanic or Latino,Male  ,30,30,70,50,50,100,100,60,50,60,40,15,70,50,60,70,85,85,85,40,30,60,70,30,40,50,60,100,100,70,50,60,85,50,85,50,50,50,85,50,50,50,50,50,30,Better when control is split,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Worth it,Decreased,,Kept about the same,Decreased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,No,Yes,Not very many are crooked,Approve,Approve,Favor
out,100,South,TX,20,Never married,12,R has never served in the military,Unemployed,Hispanic or Latino,Female  ,15,85,15,,15,60,50,50,,40,30,30,60,70,50,50,70,40,85,50,50,50,50,60,70,60,70,50,40,40,60,60,70,70,85,70,50,60,100,50,50,50,50,70,50,Better when control is split,Better,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Increased,Increased,Oppose,Yes,Important,A few times a week,No,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,Yes,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,40,South,TX,33,Divorced,15,R has never served in the military,Working now,Hispanic or Latino,Female  ,30,50,60,,60,85,70,,50,60,50,40,60,50,60,60,85,50,85,50,40,50,60,50,85,70,70,60,100,50,0,50,85,85,85,50,50,100,85,60,50,40,15,100,15,It doesnt matter,Better,Yes,No,No,Yes,Dont care very much,Will be close,No,Gotten worse,Independent,Not worth it,Decreased,,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat smaller,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Oppose
in,60,South,TX,49,Divorced,12,R has never served in the military,Working now,Hispanic or Latino,Female  ,0,70,60,40,70,100,100,70,100,85,40,0,60,60,70,60,85,100,85,85,60,85,85,100,,,60,60,100,70,70,85,100,60,85,70,100,85,100,50,50,70,,100,50,Better when control is split,The same ,No,No,Yes,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Kept about the same,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,No,Not very many are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,100,South,TX,34,Married,15,R has never served in the military,Working now,Hispanic or Latino,Male  ,0,100,0,70,0,85,85,40,0,85,15,15,50,,50,40,85,100,85,60,60,40,30,50,85,85,70,85,85,70,70,60,85,85,85,85,50,50,60,50,50,50,40,50,50,Better when one party controls both,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Increased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
out,70,South,TX,46,Divorced,14,R has never served in the military,Working now,Hispanic or Latino,Female  ,15,100,60,85,30,100,100,30,50,85,15,15,40,60,50,15,85,85,100,0,50,85,40,70,60,70,40,60,70,40,60,70,60,60,85,40,70,60,70,60,40,50,40,70,30,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Kept about the same,Decreased,Oppose,Yes,Not important,Once a day,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,85,South,TX,30,Married,12,Currently serving,Working now,Hispanic or Latino,Female  ,40,85,30,85,30,100,85,50,,100,15,40,50,85,50,50,85,85,100,70,50,60,50,70,50,70,60,70,70,85,85,85,70,70,85,70,70,50,70,60,60,50,50,70,40,It doesnt matter,Better,No,No,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,Democrat,Worth it,Decreased,Favor,Increased,Kept about the same,Oppose,No,Not important,Once a week or less,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
in,100,South,TX,32,Married,16,R has never served in the military,Working now,Hispanic or Latino,Male  ,70,100,70,,60,100,100,60,40,60,40,60,70,0,50,70,100,100,100,40,40,85,70,100,85,100,70,85,85,100,85,85,100,100,100,100,100,100,100,100,100,85,100,100,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Kept about the same,Increased,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,,,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,100,South,TX,91,Widowed,12,R has never served in the military,Homemaker,Other ,Female  ,0,100,50,100,,100,100,,,100,,0,0,100,0,,,,100,,100,,,100,100,0,100,,100,,,,,100,100,100,100,,,,,,,100,,,Better,No,Yes,Yes,No,Care a good deal,,Yes,Stayed about the same,Democrat,Not worth it,,,,,,No,Important,Once a day,Yes,Heterosexual or straight,Very important,,,Very important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,South,TX,41,Divorced,15,R has never served in the military,Working now,Hispanic or Latino,Female  ,0,85,15,50,50,85,85,50,15,85,0,0,15,70,0,50,50,50,100,85,50,50,40,50,85,50,85,50,70,30,50,50,50,50,50,50,50,50,100,50,50,50,50,85,0,Better when one party controls both,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,No,Gotten worse,Independent,Not worth it,Increased,Oppose,Increased,Increased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,South,TX,56,Married,9,R has never served in the military,Permanently disabled,Hispanic or Latino,Male  ,50,10,60,,,50,10,,,10,50,0,0,,,100,70,100,100,100,0,0,0,30,100,0,85,100,100,30,85,40,85,85,100,0,85,60,50,70,0,50,85,70,50,It doesnt matter,Worse,No,Yes,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Increased,Increased,Oppose,Yes,Important,Once a day,,Heterosexual or straight,Very important,About the same,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,South,TX,68,Married,12,R has never served in the military,Retired,Hispanic or Latino,Female  ,50,0,50,70,70,70,70,50,0,70,70,70,85,70,70,60,85,100,85,50,50,70,70,50,70,0,70,70,85,85,50,60,50,100,95,70,70,85,70,100,100,50,50,85,0,It doesnt matter,Worse,No,Yes,No,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Increased,Oppose,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"1. By law, abortion should never be permitted.",Extremely important,Yes,Yes,Yes,Not very many are crooked,Approve,Approve,Oppose
in,50,South,TX,79,Widowed,13,R has never served in the military,Homemaker,White,Female  ,50,0,100,50,70,50,40,85,50,50,100,70,70,50,50,40,60,60,70,40,50,40,60,50,50,70,50,50,70,60,60,50,60,70,60,60,60,60,60,60,60,60,50,70,40,It doesnt matter,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Worth it,Decreased,,Kept about the same,Decreased,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,No,No,Quite a few are crooked,Neither approve nor disapprove,Approve,Favor
out,50,South,TX,45,Married,7,R has never served in the military,Homemaker,Hispanic or Latino,Female  ,40,60,50,,50,70,70,50,50,50,60,40,50,50,40,40,85,70,100,85,30,60,70,85,50,50,85,50,50,60,85,85,85,50,100,60,60,60,70,30,50,50,50,60,15,Better when one party controls both,Worse,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Kept about the same,Kept about the same,Oppose,No,Not important,Once a week or less,No,Heterosexual or straight,Somewhat important,Much smaller,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,40,South,TX,57,Married,14,R has never served in the military,Working now,White,Male  ,0,30,50,40,60,60,60,50,30,40,40,40,50,40,70,70,85,70,85,50,70,50,50,60,40,50,50,70,100,15,30,15,70,70,70,50,85,70,70,60,60,40,60,70,50,It doesnt matter,Worse,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,,Cut out entirely ,Kept about the same,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Extremely important,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,85,South,TX,19,Never married,11,R has never served in the military,Homemaker,Hispanic or Latino,Female  ,30,50,50,,85,100,100,70,,50,50,40,60,,,85,85,85,100,70,70,70,60,85,70,60,70,60,100,85,70,50,85,85,100,85,70,70,85,70,70,60,70,85,70,It doesnt matter,Better,No,No,Yes,No,Dont care very much,Win by quite a bit,Yes,Gotten worse,Independent,Not worth it,Increased,,Increased,Increased,Favor,No,Important,Once a day,Yes,Heterosexual or straight,Somewhat important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,60,South,TX,48,Married,10,R has never served in the military,Homemaker,White,Female  ,100,60,85,,100,60,40,,,70,70,85,85,,85,85,85,85,100,85,85,85,85,85,85,60,85,,100,85,100,85,85,85,85,85,85,85,100,85,100,50,50,100,50,Better when control is split,The same ,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,,Decreased,Oppose,Increased,Kept about the same,Favor,,Important,Several times a day,Yes,,Very important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Approve,
out,85,South,TX,34,Never married,12,R has never served in the military,Temporarily laid off,Black,Male  ,0,100,30,,30,100,100,85,,100,0,15,60,,,15,85,85,100,100,50,60,70,70,70,50,100,70,85,60,50,70,85,85,85,70,70,85,50,50,100,40,60,100,50,It doesnt matter,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Neither favor nor oppose,Kept about the same,Increased,Oppose,No,Important,Once a day,No,Heterosexual or straight,Very important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,40,South,TX,66,Married,17,R has never served in the military,Retired,White,Female  ,15,15,70,60,60,30,15,60,0,30,70,30,85,30,70,50,50,50,70,0,40,15,85,30,70,50,60,60,100,15,60,15,50,50,50,50,60,,100,50,50,40,40,100,0,Better when control is split,The same ,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,Oppose,Increased,Kept about the same,Favor,No,Important,Several times a day,No,Heterosexual or straight,Very important,Somewhat larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,60,South,TX,31,Never married,15,R has never served in the military,Working now,Black,Male  ,30,60,50,60,40,30,60,60,40,40,15,0,50,50,60,60,85,50,85,30,50,50,40,30,40,60,60,50,85,60,50,40,50,100,60,50,70,30,50,50,30,40,50,50,15,It doesnt matter,Better,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,,Kept about the same,Kept about the same,Favor,No,Important,Once a day,No,Homosexual or gay ,Somewhat important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,Yes,Yes,Yes,Not very many are crooked,Approve,Disapprove,Oppose
out,85,South,TX,44,Divorced,13,Not currently serving but previously served,Permanently disabled,,Female  ,0,70,30,50,50,85,85,,,85,15,0,30,70,30,60,70,70,85,60,70,50,60,60,60,50,70,70,70,70,85,60,70,70,85,70,70,70,70,60,70,70,50,85,50,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Increased,,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
out,100,South,TX,19,Never married,12,R has never served in the military,Unemployed,Black,Female  ,0,95,15,,,100,100,15,,100,0,0,15,85,15,40,85,70,85,50,70,60,50,15,85,0,85,60,70,0,30,50,0,85,85,70,0,85,85,70,70,50,50,100,40,Better when control is split,Worse,No,No,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Kept about the same,Favor,No,Important,Several times a day,No,Heterosexual or straight,Somewhat important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,70,South,TX,19,Never married,13,R has never served in the military,Working now,Hispanic or Latino,Female  ,60,85,70,,60,70,85,,,60,70,70,85,70,85,70,100,100,85,85,85,70,85,70,70,15,100,85,100,85,70,70,70,70,100,85,70,100,60,85,100,15,70,100,70,It doesnt matter,Better,Yes,Yes,Yes,No,Dont care very much,Win by quite a bit,No,Gotten worse,Republican,Worth it,Increased,Favor,Increased,Kept about the same,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
out,85,South,TX,51,Divorced,14,Currently serving,Unemployed,Black,Female  ,60,85,40,70,50,70,70,85,50,100,0,50,50,70,40,40,50,60,85,50,40,50,50,,70,40,50,60,85,40,40,50,50,100,50,50,50,40,60,50,85,40,,100,0,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Very important,Yes,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
