Val,Post FT Obama,Region,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,"Attitude to Uni Health Care, pre",Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
in,100,South,35,Never married,12,R has never served in the military,Working now,Black,Female,0,85,50,30,60,85,100,85,15,50,60,0,50,50,50,70,60,85,70,50,50,50,50,50,60,50,50,50,85,85,50,70,60,100,40,50,85,50,50,50,50,50,50,85,,It doesnt matter,Worse,No,No,Yes,No,Care a good deal,Win by quite a bit,No,Gotten worse,Independent,Not worth it,Increased,Favor,Increased,Cut out entirely ,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,South,61,Married,10,R has never served in the military,Permanently disabled,Black,Male,50,100,0,85,0,100,100,40,50,70,15,0,50,70,40,0,70,60,85,60,40,70,,0,85,0,30,70,85,30,70,60,60,100,30,70,15,80,0,70,60,0,,85,0,It doesnt matter,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Cut out entirely ,Oppose,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Favor
out,50,South,30,Never married,12,R has never served in the military,Working now,White,Male,40,60,40,50,40,40,40,60,50,50,50,40,40,50,40,50,50,50,60,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,Better when control is split,The same ,No,Yes,No,No,Dont care very much,Will be close,No,Gotten worse,Independent,Not worth it,Increased,,Kept about the same,Increased,Favor,Yes,Not important,Once a week or less,No,Heterosexual or straight,Very important,Somewhat larger,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,No,No,No,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
out,50,South,54,Divorced,11,R has never served in the military,Working now,White,Male,50,,,,,,60,60,,,,50,50,,,50,70,50,85,0,50,,,,,0,100,70,100,100,,100,50,50,50,50,50,,52,,,,,70,,Better when control is split,Worse,No,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,No preference ,Worth it,,,Increased,Kept about the same,Favor,No,Important,Never,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,No,No,Hardly any are crooked,Approve,Approve,Oppose
in,100,South,80,Married,,Not currently serving but previously served,Retired,Black,Female,60,98,30,75,40,60,85,100,,85,40,15,15,85,15,85,50,85,100,,60,,,85,,,,85,70,70,85,85,85,85,50,85,85,,50,,,,,100,0,,The same ,No,No,Yes,No,Care a good deal,Will be close,Yes,Stayed about the same,Democrat,Not worth it,Increased,,Kept about the same,Kept about the same,,,Important,,Yes,Heterosexual or straight,,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Disapprove,Oppose
in,60,South,37,Married,14,R has never served in the military,Working now,White,Female,60,30,85,40,50,30,30,50,15,40,60,60,70,85,70,50,60,85,100,40,70,50,60,70,85,50,40,50,100,40,50,60,85,70,85,70,100,60,70,50,40,50,50,100,50,Better when control is split,Worse,No,Yes,No,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Republican,Worth it,Stayed about the same,Favor,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Approve,Disapprove,Neither favor nor oppose
in,50,South,52,Married,12,R has never served in the military,Homemaker,White,Female,85,15,85,50,100,15,15,70,70,40,70,70,85,60,85,85,85,85,85,30,85,50,85,50,50,0,60,50,85,85,85,85,85,85,85,85,85,85,85,100,100,0,0,100,0,Better when control is split,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Stayed about the same,Oppose,Increased,Decreased,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,No,No,No,,Neither approve nor disapprove,Approve,Neither favor nor oppose
in,35,South,90,Widowed,16,R has never served in the military,Retired,White,Female,90,60,90,70,90,50,50,80,70,50,85,60,80,0,100,90,85,85,100,0,70,60,100,,,15,,,100,60,80,,100,85,0,75,100,,100,70,60,,,100,,,The same ,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Kept about the same,Kept about the same,Favor,Yes,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,15,South,47,Widowed,15,R has never served in the military,Working now,White,Female,70,15,70,50,60,15,0,70,60,30,85,70,70,30,60,85,100,100,100,15,30,30,100,60,85,0,100,60,100,60,70,70,100,85,100,85,100,60,70,85,85,0,15,100,0,Better when one party controls both,Worse,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,Oppose,Kept about the same,Increased,Favor,Yes,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Approve,Approve,Oppose
in,100,South,27,Never married,16,R has never served in the military,Working now,White,Female,0,85,15,85,15,70,60,30,50,100,0,0,0,85,30,30,100,85,100,40,30,50,50,100,50,50,50,50,30,15,50,50,70,70,50,50,40,50,50,50,50,50,50,70,15,Better when control is split,Worse,Yes,No,Yes,No,Care a good deal,Will be close,No,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Kept about the same,Favor,Yes,Not important,Once a week or less,No,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Extremely important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Favor
in,50,South,59,Married,12,R has never served in the military,Working now,Black,Female,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,100,50,50,50,50,50,50,50,50,50,50,50,100,100,50,50,50,50,50,100,100,60,0,100,0,It doesnt matter,Better,No,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,No preference ,Not worth it,Decreased,,Increased,Increased,Favor,,Important,Several times a day,Yes,Heterosexual or straight,Not important at all,About the same,"1. By law, abortion should never be permitted.",Very important,Yes,Yes,Yes,,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
in,100,South,73,Married,7,R has never served in the military,Retired,Black,Female,50,85,50,85,60,85,85,50,50,85,50,60,70,100,85,85,85,100,100,70,85,85,70,100,85,70,100,85,100,85,85,85,85,100,85,100,100,,85,85,70,70,70,100,50,Better when control is split,The same ,Yes,No,,No,Dont care very much,Will be close,No,Gotten worse,Democrat,Not worth it,,,,Increased,,Yes,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,Yes,Yes,Yes,Not very many are crooked,Approve,Disapprove,Neither favor nor oppose
out,100,South,31,Separated,9,R has never served in the military,Permanently disabled,Black,Female,0,100,0,100,0,0,0,0,50,100,0,0,0,100,0,100,100,100,100,0,100,,,100,100,0,85,,100,50,85,85,0,100,15,,100,100,100,0,15,30,0,100,0,Better when one party controls both,Worse,No,No,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,,Increased,,No,Not important,Never,,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,South,37,Never married,12,R has never served in the military,Working now,Black,Female,50,100,70,60,70,85,70,70,50,85,70,50,0,50,50,100,100,100,100,0,70,50,50,50,50,50,50,100,100,50,50,50,100,100,100,50,100,50,100,50,50,50,50,100,50,Better when control is split,Worse,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,,Increased,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much smaller,,,Yes,Yes,Yes,,Disapprove,Disapprove,Oppose
out,100,South,25,Never married,12,R has never served in the military,Working now,Black,Female,0,100,0,85,70,85,85,60,0,100,0,0,0,100,60,100,100,100,100,55,50,100,50,50,100,50,85,100,100,85,85,85,100,100,100,100,70,100,100,50,50,70,50,100,50,Better when one party controls both,Worse,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Kept about the same,Increased,Favor,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Not very many are crooked,Approve,Disapprove,Oppose
in,50,South,47,Married,12,R has never served in the military,Working now,Black,Female,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,70,100,70,70,70,50,70,50,70,50,70,50,50,50,50,50,70,70,70,70,70,70,70,70,70,50,70,70,70,It doesnt matter,The same ,No,Yes,No,No,Dont care very much,,No,Gotten worse,No preference ,Not worth it,,,Increased,,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,"1. By law, abortion should never be permitted.",Very important,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,100,South,21,Never married,12,R has never served in the military,Working now,Black,Female,0,100,15,85,15,60,100,,,50,50,0,0,85,50,50,100,100,40,0,85,60,60,,60,50,70,50,85,50,70,70,85,100,50,70,50,100,100,50,50,50,,100,50,It doesnt matter,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten better,No preference ,Not worth it,Increased,Favor,Decreased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much smaller,,,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,South,46,Never married,12,R has never served in the military,Permanently disabled,Black,Male,50,50,60,1,,85,100,70,80,100,40,30,85,100,,50,85,50,100,50,100,,,,,40,50,50,100,85,85,85,50,100,70,70,100,,50,,85,50,,100,0,,Better,No,No,No,No,Dont care very much,,Yes,Gotten worse,Democrat,,,,,,,,Important,Once a day,Yes,Heterosexual or straight,Somewhat important,Much larger,,,Yes,No,No,Not very many are crooked,Approve,Disapprove,Favor
in,70,South,57,Separated,8,R has never served in the military,Permanently disabled,Black,Male,70,70,60,70,70,85,70,70,60,70,70,70,60,70,60,60,60,70,70,40,60,70,40,70,60,40,40,60,100,60,60,60,70,60,40,60,60,60,60,40,60,40,40,85,40,Better when control is split,Better,No,No,No,No,Dont care very much,Win by quite a bit,No,Stayed about the same,Independent,Not worth it,Decreased,,Decreased,Increased,Favor,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Somewhat smaller,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,No,Yes,Quite a few are crooked,Approve,Approve,Oppose
out,85,South,34,Separated,12,Not currently serving but previously served,Working now,Black,Male,70,70,60,60,60,70,70,50,50,60,70,50,70,60,60,60,70,60,100,40,60,70,85,15,70,50,70,85,85,70,70,70,70,85,50,50,70,70,50,50,50,60,50,100,0,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Increased,Kept about the same,Oppose,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,Yes,Yes,Yes,Not very many are crooked,Approve,Disapprove,Oppose
out,0,South,31,Married,16,R has never served in the military,Working now,White,Female,0,0,100,15,100,0,0,100,50,0,100,30,100,0,100,0,85,50,100,0,0,30,70,50,85,0,40,50,100,15,50,40,100,50,50,50,100,85,85,85,85,50,85,100,0,Better when control is split,Worse,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,Oppose,Increased,Cut out entirely ,Favor,Yes,Important,Once a week or less,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
in,70,South,74,Widowed,10,R has never served in the military,Retired,White,Female,85,0,100,60,100,60,60,85,,70,100,85,100,60,100,85,100,100,100,0,70,0,100,0,100,0,85,50,100,,100,85,100,100,100,100,100,100,70,100,,0,0,100,0,It doesnt matter,Worse,No,No,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Worth it,Decreased,Oppose,Increased,Kept about the same,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Approve,Approve,Oppose
out,100,South,62,Divorced,8,R has never served in the military,Permanently disabled,White,Female,0,85,0,50,50,100,100,30,,100,0,0,0,85,30,50,100,85,85,15,40,85,30,70,60,85,55,,100,50,,,100,85,60,60,85,70,85,,70,,0,100,0,Better when one party controls both,The same ,No,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Increased,Kept about the same,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,100,South,56,Married,8,R has never served in the military,Homemaker,Black,Female,0,,1,,,,,0,,,,0,0,85,0,30,50,85,85,50,50,,,50,,50,15,50,15,,85,,50,50,,15,50,85,,70,,50,,40,15,Better when control is split,Worse,No,No,No,No,,Win by quite a bit,Yes,Gotten worse,,Not worth it,,,,Increased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,Somewhat larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,South,52,Separated,14,R has never served in the military,Working now,Black,Female,50,85,60,70,50,70,85,50,50,50,40,40,40,100,40,50,100,70,100,50,40,50,85,50,100,50,85,100,60,40,50,50,100,100,100,100,100,100,50,100,70,100,50,100,70,It doesnt matter,Worse,No,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Neither favor nor oppose,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,South,,Never married,16,Currently serving,Working now,Black,Male,50,85,60,100,0,85,100,70,15,85,70,30,50,85,50,50,70,100,100,50,85,70,70,70,85,0,40,100,85,85,70,60,85,85,85,50,100,70,85,70,70,70,0,85,0,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Favor,,Important,,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
in,100,South,55,Married,12,R has never served in the military,Unemployed,Black,Female,15,100,15,70,15,70,70,70,30,100,0,40,40,85,50,60,70,85,85,60,70,60,70,70,70,60,70,60,85,50,85,70,85,85,70,85,60,70,70,70,60,60,60,85,50,Better when control is split,Worse,Yes,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Increased,,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,0,South,58,Married,12,R has never served in the military,Working now,White,Female,85,0,100,50,100,70,0,85,50,60,60,70,100,0,100,70,100,100,100,70,60,85,60,60,70,40,70,40,100,70,60,60,100,100,85,85,100,85,100,85,100,0,50,100,0,Better when control is split,Worse,No,Yes,No,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Independent,Worth it,Decreased,,Increased,Increased,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Extremely important,Yes,Yes,Yes,Quite a few are crooked,Approve,Approve,Oppose
in,50,South,66,Married,13,Not currently serving but previously served,Retired,White,Male,85,15,85,30,85,30,40,85,15,30,85,70,85,60,60,100,100,85,100,40,60,40,100,70,30,0,70,15,85,15,60,30,85,60,40,85,100,100,85,70,100,50,50,100,0,It doesnt matter,Better,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Stayed about the same,Oppose,Increased,Kept about the same,Favor,Yes,Important,A few times a week,Yes,Heterosexual or straight,Very important,,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Approve,Favor
in,85,South,55,Married,14,R has never served in the military,Working now,White,Male,40,15,60,30,70,15,15,50,50,60,60,60,85,60,85,70,85,85,85,40,60,30,60,60,40,0,0,0,100,60,60,40,70,70,30,40,100,0,85,70,40,0,15,100,15,Better when control is split,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,,Decreased,Kept about the same,Favor,Yes,Important,Once a week or less,Yes,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,100,South,78,Widowed,9,R has never served in the military,Retired,White,Male,60,40,50,0,,0,0,70,50,60,85,75,50,75,50,40,100,100,100,25,50,50,50,100,75,0,75,50,100,90,100,100,100,75,25,,100,,75,90,75,75,0,100,0,Better when control is split,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,,Kept about the same,Kept about the same,Favor,Yes,Important,Once a day,,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
